date,community_area_id,community_area,n_crashes,dow,month,weekofyear,is_weekend,dow_sin,dow_cos,lag_1,lag_7,lag_14,rolling_7
2023-03-01,1,ROGERS PARK,5,2,3,9,0,0.9749279121818236,-0.22252093395631434,2.0,3.0,3.0,3.5714285714285716
2023-03-02,1,ROGERS PARK,1,3,3,9,0,0.43388373911755823,-0.900968867902419,5.0,2.0,6.0,3.857142857142857
2023-03-03,1,ROGERS PARK,3,4,3,9,0,-0.433883739117558,-0.9009688679024191,1.0,9.0,9.0,3.7142857142857144
2023-03-04,1,ROGERS PARK,1,5,3,9,1,-0.9749279121818236,-0.2225209339563146,3.0,3.0,4.0,2.857142857142857
2023-03-05,1,ROGERS PARK,1,6,3,9,1,-0.7818314824680299,0.6234898018587334,1.0,2.0,3.0,2.5714285714285716
2023-03-06,1,ROGERS PARK,2,0,3,10,0,0.0,1.0,1.0,4.0,1.0,2.4285714285714284
2023-03-07,1,ROGERS PARK,4,1,3,10,0,0.7818314824680298,0.6234898018587336,2.0,2.0,2.0,2.142857142857143
2023-03-08,1,ROGERS PARK,2,2,3,10,0,0.9749279121818236,-0.22252093395631434,4.0,5.0,3.0,2.4285714285714284
2023-03-09,1,ROGERS PARK,6,3,3,10,0,0.43388373911755823,-0.900968867902419,2.0,1.0,2.0,2.0
2023-03-10,1,ROGERS PARK,1,4,3,10,0,-0.433883739117558,-0.9009688679024191,6.0,3.0,9.0,2.7142857142857144
2023-03-11,1,ROGERS PARK,7,5,3,10,1,-0.9749279121818236,-0.2225209339563146,1.0,1.0,3.0,2.4285714285714284
2023-03-12,1,ROGERS PARK,3,6,3,10,1,-0.7818314824680299,0.6234898018587334,7.0,1.0,2.0,3.2857142857142856
2023-03-13,1,ROGERS PARK,4,0,3,11,0,0.0,1.0,3.0,2.0,4.0,3.5714285714285716
2023-03-14,1,ROGERS PARK,2,1,3,11,0,0.7818314824680298,0.6234898018587336,4.0,4.0,2.0,3.857142857142857
2023-03-15,1,ROGERS PARK,9,2,3,11,0,0.9749279121818236,-0.22252093395631434,2.0,2.0,5.0,3.5714285714285716
2023-03-16,1,ROGERS PARK,5,3,3,11,0,0.43388373911755823,-0.900968867902419,9.0,6.0,1.0,4.571428571428571
2023-03-17,1,ROGERS PARK,2,4,3,11,0,-0.433883739117558,-0.9009688679024191,5.0,1.0,3.0,4.428571428571429
2023-03-18,1,ROGERS PARK,2,5,3,11,1,-0.9749279121818236,-0.2225209339563146,2.0,7.0,1.0,4.571428571428571
2023-03-19,1,ROGERS PARK,3,6,3,11,1,-0.7818314824680299,0.6234898018587334,2.0,3.0,1.0,3.857142857142857
2023-03-20,1,ROGERS PARK,4,0,3,12,0,0.0,1.0,3.0,4.0,2.0,3.857142857142857
2023-03-21,1,ROGERS PARK,1,1,3,12,0,0.7818314824680298,0.6234898018587336,4.0,2.0,4.0,3.857142857142857
2023-03-22,1,ROGERS PARK,5,2,3,12,0,0.9749279121818236,-0.22252093395631434,1.0,9.0,2.0,3.7142857142857144
2023-03-23,1,ROGERS PARK,3,3,3,12,0,0.43388373911755823,-0.900968867902419,5.0,5.0,6.0,3.142857142857143
2023-03-24,1,ROGERS PARK,4,4,3,12,0,-0.433883739117558,-0.9009688679024191,3.0,2.0,1.0,2.857142857142857
2023-03-25,1,ROGERS PARK,6,5,3,12,1,-0.9749279121818236,-0.2225209339563146,4.0,2.0,7.0,3.142857142857143
2023-03-26,1,ROGERS PARK,4,6,3,12,1,-0.7818314824680299,0.6234898018587334,6.0,3.0,3.0,3.7142857142857144
2023-03-27,1,ROGERS PARK,4,0,3,13,0,0.0,1.0,4.0,4.0,4.0,3.857142857142857
2023-03-28,1,ROGERS PARK,4,1,3,13,0,0.7818314824680298,0.6234898018587336,4.0,1.0,2.0,3.857142857142857
2023-03-29,1,ROGERS PARK,0,2,3,13,0,0.9749279121818236,-0.22252093395631434,4.0,5.0,9.0,4.285714285714286
2023-03-30,1,ROGERS PARK,5,3,3,13,0,0.43388373911755823,-0.900968867902419,0.0,3.0,5.0,3.5714285714285716
2023-03-31,1,ROGERS PARK,6,4,3,13,0,-0.433883739117558,-0.9009688679024191,5.0,4.0,2.0,3.857142857142857
2023-04-01,1,ROGERS PARK,0,5,4,13,1,-0.9749279121818236,-0.2225209339563146,6.0,6.0,2.0,4.142857142857143
2023-04-02,1,ROGERS PARK,1,6,4,13,1,-0.7818314824680299,0.6234898018587334,0.0,4.0,3.0,3.2857142857142856
2023-04-03,1,ROGERS PARK,4,0,4,14,0,0.0,1.0,1.0,4.0,4.0,2.857142857142857
2023-04-04,1,ROGERS PARK,5,1,4,14,0,0.7818314824680298,0.6234898018587336,4.0,4.0,1.0,2.857142857142857
2023-04-05,1,ROGERS PARK,3,2,4,14,0,0.9749279121818236,-0.22252093395631434,5.0,0.0,5.0,3.0
2023-04-06,1,ROGERS PARK,3,3,4,14,0,0.43388373911755823,-0.900968867902419,3.0,5.0,3.0,3.4285714285714284
2023-04-07,1,ROGERS PARK,3,4,4,14,0,-0.433883739117558,-0.9009688679024191,3.0,6.0,4.0,3.142857142857143
2023-04-08,1,ROGERS PARK,1,5,4,14,1,-0.9749279121818236,-0.2225209339563146,3.0,0.0,6.0,2.7142857142857144
2023-04-09,1,ROGERS PARK,8,6,4,14,1,-0.7818314824680299,0.6234898018587334,1.0,1.0,4.0,2.857142857142857
2023-04-10,1,ROGERS PARK,1,0,4,15,0,0.0,1.0,8.0,4.0,4.0,3.857142857142857
2023-04-11,1,ROGERS PARK,2,1,4,15,0,0.7818314824680298,0.6234898018587336,1.0,5.0,4.0,3.4285714285714284
2023-04-12,1,ROGERS PARK,6,2,4,15,0,0.9749279121818236,-0.22252093395631434,2.0,3.0,0.0,3.0
2023-04-13,1,ROGERS PARK,5,3,4,15,0,0.43388373911755823,-0.900968867902419,6.0,3.0,5.0,3.4285714285714284
2023-04-14,1,ROGERS PARK,1,4,4,15,0,-0.433883739117558,-0.9009688679024191,5.0,3.0,6.0,3.7142857142857144
2023-04-15,1,ROGERS PARK,4,5,4,15,1,-0.9749279121818236,-0.2225209339563146,1.0,1.0,0.0,3.4285714285714284
2023-04-16,1,ROGERS PARK,0,6,4,15,1,-0.7818314824680299,0.6234898018587334,4.0,8.0,1.0,3.857142857142857
2023-04-17,1,ROGERS PARK,4,0,4,16,0,0.0,1.0,0.0,1.0,4.0,2.7142857142857144
2023-04-18,1,ROGERS PARK,2,1,4,16,0,0.7818314824680298,0.6234898018587336,4.0,2.0,5.0,3.142857142857143
2023-04-19,1,ROGERS PARK,6,2,4,16,0,0.9749279121818236,-0.22252093395631434,2.0,6.0,3.0,3.142857142857143
2023-04-20,1,ROGERS PARK,3,3,4,16,0,0.43388373911755823,-0.900968867902419,6.0,5.0,3.0,3.142857142857143
2023-04-21,1,ROGERS PARK,4,4,4,16,0,-0.433883739117558,-0.9009688679024191,3.0,1.0,3.0,2.857142857142857
2023-04-22,1,ROGERS PARK,5,5,4,16,1,-0.9749279121818236,-0.2225209339563146,4.0,4.0,1.0,3.2857142857142856
2023-04-23,1,ROGERS PARK,3,6,4,16,1,-0.7818314824680299,0.6234898018587334,5.0,0.0,8.0,3.4285714285714284
2023-04-24,1,ROGERS PARK,0,0,4,17,0,0.0,1.0,3.0,4.0,1.0,3.857142857142857
2023-04-25,1,ROGERS PARK,6,1,4,17,0,0.7818314824680298,0.6234898018587336,0.0,2.0,2.0,3.2857142857142856
2023-04-26,1,ROGERS PARK,5,2,4,17,0,0.9749279121818236,-0.22252093395631434,6.0,6.0,6.0,3.857142857142857
2023-04-27,1,ROGERS PARK,3,3,4,17,0,0.43388373911755823,-0.900968867902419,5.0,3.0,5.0,3.7142857142857144
2023-04-28,1,ROGERS PARK,5,4,4,17,0,-0.433883739117558,-0.9009688679024191,3.0,4.0,1.0,3.7142857142857144
2023-04-29,1,ROGERS PARK,4,5,4,17,1,-0.9749279121818236,-0.2225209339563146,5.0,5.0,4.0,3.857142857142857
2023-04-30,1,ROGERS PARK,5,6,4,17,1,-0.7818314824680299,0.6234898018587334,4.0,3.0,0.0,3.7142857142857144
2023-05-01,1,ROGERS PARK,3,0,5,18,0,0.0,1.0,5.0,0.0,4.0,4.0
2023-05-02,1,ROGERS PARK,6,1,5,18,0,0.7818314824680298,0.6234898018587336,3.0,6.0,2.0,4.428571428571429
2023-05-03,1,ROGERS PARK,3,2,5,18,0,0.9749279121818236,-0.22252093395631434,6.0,5.0,6.0,4.428571428571429
2023-05-04,1,ROGERS PARK,4,3,5,18,0,0.43388373911755823,-0.900968867902419,3.0,3.0,3.0,4.142857142857143
2023-05-05,1,ROGERS PARK,6,4,5,18,0,-0.433883739117558,-0.9009688679024191,4.0,5.0,4.0,4.285714285714286
2023-05-06,1,ROGERS PARK,0,5,5,18,1,-0.9749279121818236,-0.2225209339563146,6.0,4.0,5.0,4.428571428571429
2023-05-07,1,ROGERS PARK,4,6,5,18,1,-0.7818314824680299,0.6234898018587334,0.0,5.0,3.0,3.857142857142857
2023-05-08,1,ROGERS PARK,7,0,5,19,0,0.0,1.0,4.0,3.0,0.0,3.7142857142857144
2023-05-09,1,ROGERS PARK,2,1,5,19,0,0.7818314824680298,0.6234898018587336,7.0,6.0,6.0,4.285714285714286
2023-05-10,1,ROGERS PARK,5,2,5,19,0,0.9749279121818236,-0.22252093395631434,2.0,3.0,5.0,3.7142857142857144
2023-05-11,1,ROGERS PARK,3,3,5,19,0,0.43388373911755823,-0.900968867902419,5.0,4.0,3.0,4.0
2023-05-12,1,ROGERS PARK,7,4,5,19,0,-0.433883739117558,-0.9009688679024191,3.0,6.0,5.0,3.857142857142857
2023-05-13,1,ROGERS PARK,4,5,5,19,1,-0.9749279121818236,-0.2225209339563146,7.0,0.0,4.0,4.0
2023-05-14,1,ROGERS PARK,1,6,5,19,1,-0.7818314824680299,0.6234898018587334,4.0,4.0,5.0,4.571428571428571
2023-05-15,1,ROGERS PARK,8,0,5,20,0,0.0,1.0,1.0,7.0,3.0,4.142857142857143
2023-05-16,1,ROGERS PARK,6,1,5,20,0,0.7818314824680298,0.6234898018587336,8.0,2.0,6.0,4.285714285714286
2023-05-17,1,ROGERS PARK,3,2,5,20,0,0.9749279121818236,-0.22252093395631434,6.0,5.0,3.0,4.857142857142857
2023-05-18,1,ROGERS PARK,2,3,5,20,0,0.43388373911755823,-0.900968867902419,3.0,3.0,4.0,4.571428571428571
2023-05-19,1,ROGERS PARK,6,4,5,20,0,-0.433883739117558,-0.9009688679024191,2.0,7.0,6.0,4.428571428571429
2023-05-20,1,ROGERS PARK,3,5,5,20,1,-0.9749279121818236,-0.2225209339563146,6.0,4.0,0.0,4.285714285714286
2023-05-21,1,ROGERS PARK,6,6,5,20,1,-0.7818314824680299,0.6234898018587334,3.0,1.0,4.0,4.142857142857143
2023-05-22,1,ROGERS PARK,4,0,5,21,0,0.0,1.0,6.0,8.0,7.0,4.857142857142857
2023-05-23,1,ROGERS PARK,3,1,5,21,0,0.7818314824680298,0.6234898018587336,4.0,6.0,2.0,4.285714285714286
2023-05-24,1,ROGERS PARK,5,2,5,21,0,0.9749279121818236,-0.22252093395631434,3.0,3.0,5.0,3.857142857142857
2023-05-25,1,ROGERS PARK,3,3,5,21,0,0.43388373911755823,-0.900968867902419,5.0,2.0,3.0,4.142857142857143
2023-05-26,1,ROGERS PARK,4,4,5,21,0,-0.433883739117558,-0.9009688679024191,3.0,6.0,7.0,4.285714285714286
2023-05-27,1,ROGERS PARK,1,5,5,21,1,-0.9749279121818236,-0.2225209339563146,4.0,3.0,4.0,4.0
2023-05-28,1,ROGERS PARK,4,6,5,21,1,-0.7818314824680299,0.6234898018587334,1.0,6.0,1.0,3.7142857142857144
2023-05-29,1,ROGERS PARK,2,0,5,22,0,0.0,1.0,4.0,4.0,8.0,3.4285714285714284
2023-05-30,1,ROGERS PARK,5,1,5,22,0,0.7818314824680298,0.6234898018587336,2.0,3.0,6.0,3.142857142857143
2023-05-31,1,ROGERS PARK,6,2,5,22,0,0.9749279121818236,-0.22252093395631434,5.0,5.0,3.0,3.4285714285714284
2023-06-01,1,ROGERS PARK,4,3,6,22,0,0.43388373911755823,-0.900968867902419,6.0,3.0,2.0,3.5714285714285716
2023-06-02,1,ROGERS PARK,6,4,6,22,0,-0.433883739117558,-0.9009688679024191,4.0,4.0,6.0,3.7142857142857144
2023-06-03,1,ROGERS PARK,4,5,6,22,1,-0.9749279121818236,-0.2225209339563146,6.0,1.0,3.0,4.0
2023-06-04,1,ROGERS PARK,3,6,6,22,1,-0.7818314824680299,0.6234898018587334,4.0,4.0,6.0,4.428571428571429
2023-06-05,1,ROGERS PARK,0,0,6,23,0,0.0,1.0,3.0,2.0,4.0,4.285714285714286
2023-06-06,1,ROGERS PARK,5,1,6,23,0,0.7818314824680298,0.6234898018587336,0.0,5.0,3.0,4.0
2023-06-07,1,ROGERS PARK,5,2,6,23,0,0.9749279121818236,-0.22252093395631434,5.0,6.0,5.0,4.0
2023-06-08,1,ROGERS PARK,4,3,6,23,0,0.43388373911755823,-0.900968867902419,5.0,4.0,3.0,3.857142857142857
2023-06-09,1,ROGERS PARK,6,4,6,23,0,-0.433883739117558,-0.9009688679024191,4.0,6.0,4.0,3.857142857142857
2023-06-10,1,ROGERS PARK,3,5,6,23,1,-0.9749279121818236,-0.2225209339563146,6.0,4.0,1.0,3.857142857142857
2023-06-11,1,ROGERS PARK,2,6,6,23,1,-0.7818314824680299,0.6234898018587334,3.0,3.0,4.0,3.7142857142857144
2023-06-12,1,ROGERS PARK,4,0,6,24,0,0.0,1.0,2.0,0.0,2.0,3.5714285714285716
2023-06-13,1,ROGERS PARK,2,1,6,24,0,0.7818314824680298,0.6234898018587336,4.0,5.0,5.0,4.142857142857143
2023-06-14,1,ROGERS PARK,5,2,6,24,0,0.9749279121818236,-0.22252093395631434,2.0,5.0,6.0,3.7142857142857144
2023-06-15,1,ROGERS PARK,8,3,6,24,0,0.43388373911755823,-0.900968867902419,5.0,4.0,4.0,3.7142857142857144
2023-06-16,1,ROGERS PARK,5,4,6,24,0,-0.433883739117558,-0.9009688679024191,8.0,6.0,6.0,4.285714285714286
2023-06-17,1,ROGERS PARK,5,5,6,24,1,-0.9749279121818236,-0.2225209339563146,5.0,3.0,4.0,4.142857142857143
2023-06-18,1,ROGERS PARK,8,6,6,24,1,-0.7818314824680299,0.6234898018587334,5.0,2.0,3.0,4.428571428571429
2023-06-19,1,ROGERS PARK,6,0,6,25,0,0.0,1.0,8.0,4.0,0.0,5.285714285714286
2023-06-20,1,ROGERS PARK,6,1,6,25,0,0.7818314824680298,0.6234898018587336,6.0,2.0,5.0,5.571428571428571
2023-06-21,1,ROGERS PARK,2,2,6,25,0,0.9749279121818236,-0.22252093395631434,6.0,5.0,5.0,6.142857142857143
2023-06-22,1,ROGERS PARK,6,3,6,25,0,0.43388373911755823,-0.900968867902419,2.0,8.0,4.0,5.714285714285714
2023-06-23,1,ROGERS PARK,7,4,6,25,0,-0.433883739117558,-0.9009688679024191,6.0,5.0,6.0,5.428571428571429
2023-06-24,1,ROGERS PARK,4,5,6,25,1,-0.9749279121818236,-0.2225209339563146,7.0,5.0,3.0,5.714285714285714
2023-06-25,1,ROGERS PARK,6,6,6,25,1,-0.7818314824680299,0.6234898018587334,4.0,8.0,2.0,5.571428571428571
2023-06-26,1,ROGERS PARK,5,0,6,26,0,0.0,1.0,6.0,6.0,4.0,5.285714285714286
2023-06-27,1,ROGERS PARK,1,1,6,26,0,0.7818314824680298,0.6234898018587336,5.0,6.0,2.0,5.142857142857143
2023-06-28,1,ROGERS PARK,4,2,6,26,0,0.9749279121818236,-0.22252093395631434,1.0,2.0,5.0,4.428571428571429
2023-06-29,1,ROGERS PARK,7,3,6,26,0,0.43388373911755823,-0.900968867902419,4.0,6.0,8.0,4.714285714285714
2023-06-30,1,ROGERS PARK,2,4,6,26,0,-0.433883739117558,-0.9009688679024191,7.0,7.0,5.0,4.857142857142857
2023-07-01,1,ROGERS PARK,3,5,7,26,1,-0.9749279121818236,-0.2225209339563146,2.0,4.0,5.0,4.142857142857143
2023-07-02,1,ROGERS PARK,0,6,7,26,1,-0.7818314824680299,0.6234898018587334,3.0,6.0,8.0,4.0
2023-07-03,1,ROGERS PARK,3,0,7,27,0,0.0,1.0,0.0,5.0,6.0,3.142857142857143
2023-07-04,1,ROGERS PARK,3,1,7,27,0,0.7818314824680298,0.6234898018587336,3.0,1.0,6.0,2.857142857142857
2023-07-05,1,ROGERS PARK,2,2,7,27,0,0.9749279121818236,-0.22252093395631434,3.0,4.0,2.0,3.142857142857143
2023-07-06,1,ROGERS PARK,2,3,7,27,0,0.43388373911755823,-0.900968867902419,2.0,7.0,6.0,2.857142857142857
2023-07-07,1,ROGERS PARK,3,4,7,27,0,-0.433883739117558,-0.9009688679024191,2.0,2.0,7.0,2.142857142857143
2023-07-08,1,ROGERS PARK,4,5,7,27,1,-0.9749279121818236,-0.2225209339563146,3.0,3.0,4.0,2.2857142857142856
2023-07-09,1,ROGERS PARK,6,6,7,27,1,-0.7818314824680299,0.6234898018587334,4.0,0.0,6.0,2.4285714285714284
2023-07-10,1,ROGERS PARK,5,0,7,28,0,0.0,1.0,6.0,3.0,5.0,3.2857142857142856
2023-07-11,1,ROGERS PARK,3,1,7,28,0,0.7818314824680298,0.6234898018587336,5.0,3.0,1.0,3.5714285714285716
2023-07-12,1,ROGERS PARK,4,2,7,28,0,0.9749279121818236,-0.22252093395631434,3.0,2.0,4.0,3.5714285714285716
2023-07-13,1,ROGERS PARK,3,3,7,28,0,0.43388373911755823,-0.900968867902419,4.0,2.0,7.0,3.857142857142857
2023-07-14,1,ROGERS PARK,4,4,7,28,0,-0.433883739117558,-0.9009688679024191,3.0,3.0,2.0,4.0
2023-07-15,1,ROGERS PARK,3,5,7,28,1,-0.9749279121818236,-0.2225209339563146,4.0,4.0,3.0,4.142857142857143
2023-07-16,1,ROGERS PARK,1,6,7,28,1,-0.7818314824680299,0.6234898018587334,3.0,6.0,0.0,4.0
2023-07-17,1,ROGERS PARK,3,0,7,29,0,0.0,1.0,1.0,5.0,3.0,3.2857142857142856
2023-07-18,1,ROGERS PARK,7,1,7,29,0,0.7818314824680298,0.6234898018587336,3.0,3.0,3.0,3.0
2023-07-19,1,ROGERS PARK,3,2,7,29,0,0.9749279121818236,-0.22252093395631434,7.0,4.0,2.0,3.5714285714285716
2023-07-20,1,ROGERS PARK,7,3,7,29,0,0.43388373911755823,-0.900968867902419,3.0,3.0,2.0,3.4285714285714284
2023-07-21,1,ROGERS PARK,5,4,7,29,0,-0.433883739117558,-0.9009688679024191,7.0,4.0,3.0,4.0
2023-07-22,1,ROGERS PARK,5,5,7,29,1,-0.9749279121818236,-0.2225209339563146,5.0,3.0,4.0,4.142857142857143
2023-07-23,1,ROGERS PARK,0,6,7,29,1,-0.7818314824680299,0.6234898018587334,5.0,1.0,6.0,4.428571428571429
2023-07-24,1,ROGERS PARK,4,0,7,30,0,0.0,1.0,0.0,3.0,5.0,4.285714285714286
2023-07-25,1,ROGERS PARK,3,1,7,30,0,0.7818314824680298,0.6234898018587336,4.0,7.0,3.0,4.428571428571429
2023-07-26,1,ROGERS PARK,1,2,7,30,0,0.9749279121818236,-0.22252093395631434,3.0,3.0,4.0,3.857142857142857
2023-07-27,1,ROGERS PARK,1,3,7,30,0,0.43388373911755823,-0.900968867902419,1.0,7.0,3.0,3.5714285714285716
2023-07-28,1,ROGERS PARK,2,4,7,30,0,-0.433883739117558,-0.9009688679024191,1.0,5.0,4.0,2.7142857142857144
2023-07-29,1,ROGERS PARK,2,5,7,30,1,-0.9749279121818236,-0.2225209339563146,2.0,5.0,3.0,2.2857142857142856
2023-07-30,1,ROGERS PARK,3,6,7,30,1,-0.7818314824680299,0.6234898018587334,2.0,0.0,1.0,1.8571428571428572
2023-07-31,1,ROGERS PARK,5,0,7,31,0,0.0,1.0,3.0,4.0,3.0,2.2857142857142856
2023-08-01,1,ROGERS PARK,4,1,8,31,0,0.7818314824680298,0.6234898018587336,5.0,3.0,7.0,2.4285714285714284
